Minnesota," Rtf2wikimarkup: this application is a command-line tool designed to convert the rtf entries produced by labnote into valid wiki markup suitable for upload to a mediawiki-powered site. Rtf2wikimarkup is an extension of the rtf converter framework written by jani giannoudis which can be found at http://www.codeproject.com/kb/recipes/rtfconverter.aspx?msg=3093850. Wikibot: this application is a command-line tool which allows automated uploading of files and pages to a mediawiki-powered site. Below you can find the source code for these applications as well as a compiled distribution which should run ""out of the box"" on windows platforms. This source code is distributed under the gpl 3.0 license found within the zip file.",2011
Dundee," Bonus points are awarded if you finish a level with a clear board. For more accurate od calculations, in-situ, calibrated laboratory equipment should be used.) Splicer is a short game of six test levels developed for the windows desktop. Note: to run 'cellsim' under windows, the visual c++ redistributable package must be installed. Some or all of the software provided may see further development by the author.",2012
Potsdam Bioware," Everyone can easily either download an already existing protocol or write his own procedure in a simple plist editor. Additionally, some of the elements were developed to make your science life much easier. For example: we added a qr/datamatrix code import, file system access and log file generation. The biolog app helps you get prepared to work in the lab as well as lead your lab life. The .zip archive contains the app, the protocols and a readme.txt file which contains instructions for installing the app.",2012
Tec-Monterrey EKAM," Enzyme compatibility, including digestion reaction conditions and cohesive end affinity, as well as their availability and other characteristics, are taken into account as the user points out the limits they wish to define for each module, so a future manipulation of the fragment can be carried out with as little enzyme as possible. To aid in the generation of modular restriction sites in the master molecule. The software can be accessed here (opens in a new window).",2012
Minnesota," This problem is significant for us, as our two caffeine pathway enzymes, xmt1 and dxmt1, are highly similar (initial sequence similarity of 0.8778 through needleman-wunsch alignment with 16 stretches of long equivalent sequences >=20bp). In order to circumvent this problem, we developed a java program that aligns sequences, looks for stretches of dna 20bp or more, then changes codons (in-frame, of course) of the center amino acid to the next most preferable codon (using a yeast codon usage chart). This way, we can get sequences with sharply decreased likelihood of homologous recombination while keeping the amino acid sequence the same. While we are at it, we made the program also check for and remove restriction sites (specified by the user, referenced in a built-in database). As the biobrick community continues to develop into saccharomyces cerevisiae and subsequently more complex organisms, we hope that this would provide a useful tool to ease the headache of homologous recombinations affecting experimental results and progress.",2012
Shenzhen BGIC 0101," It sets us free in the laborious, complex creating procedure, including choosing genes of new system (here the system refers to new pathways which is in form of a chromosome), changing chromosome’s structure, editing coding dna sequence, splitting the chromosome into equipped fragments for synthesis and assembly.",2013
XMU-China," A good mathematic model can also help us compare the affecting strength of different factors. The basic simulation is designed for the oscillate circuit with luxi, aiia and luxr, while the advanced simulation adds the effect of ndh gene. Figure 2 shows the basic simulation user interface. For the people first use this software, we designed the “one example” function which can set the parameters suitably in a single time. To get an idea about the different conditions in which oscillations could occur, we created a function which allows users to enter the range in which the variables should be varied and compare their results in the results.",2013
Valencia-CIPF,Unable to retrieve Valencia-CIPF software.,2013
UC Chile,Unable to retrieve UC Chile software.,2013
BostonU," We now have access to the newest clotho releases through the svn, and ernst created a dynamic naming system in the eugene language so users can use for loops to name parts that have consecutive numbering systems. We are working on the promoter characterization devices (pcds) eugene file, and trying to make an inverter example. This was started with a file sonya had provided at the eugene tutorial meeting, and we are filling out the sequences from the igem registry and from our lab members' sequencing files. We’re still unsure whether we want the app to pull data from clotho or the ice registry, which is a new registry of parts at bu. Evan suggested that we send our table to stephanie to see what she thinks would work with clotho versus ice.",2013
Minnesota, This page is still under construction.,2013
Penn," Overview it was clear that not all gels would be simple or fast to read by eye, and we wanted to be able to quantify relative intensities of bands between samples. We took this problem to the world’s largest college hackathon (pennapps), and had a functional software package after a sleepless 48 hours. It has since been further refined, and certain elements will be made available to the diybio community alongside standardized hardware through collaboration with the biotech start-up genefoo. The magellin software package is part of the magellin assay workflow, automating complex data analysis. The magellin software package is a matlab script that uses computer vision algorithms to calculate the location and intensity of dna bands.",2013
uOttawa," Users can query and select parts from the biobrick database, and design a construct with their chosen parts. Bricklayer will automatically create the primers necessary to build the chosen construct using the user’s choice of compatible assembly method and melting temperature range, among other optional parameters.",2013
Virginia," To access the most recent versions, please check out our matlab file exchange page, available below. We hope our program will save future users time optimizing iptg minicell induction levels. With this program, users can save time by avoiding purification before counting. In addition, sorting algorithms allow users to process many images at the same time. Our program processes purified or unpurified images of minicells and returns minicell counts and population statistics.",2013
HIT-Harbin," Our app is aimed at providing a platform of “helping trading” among igem teams. The process may enhance the communication among the igem teams and maximize resources shared by teams. 1.2.5 as the interface shows，our app provide four types of help information, which are material, theory, software and others. 1.2.7 the help information will be presented in the form of dialog box, including the title, pictures, quantity demanded and a blank box where users can type their quantity available to help. Confirm your information and click “submit”, then wait for connection from our administrators.",2014
Aalto-Helsinki," All the code is available as open source on github and is free to be reused, modified or expanded. The data in both is a massive json file that is easily modifiable and can be changed without doing any modifications to the code, so expanding the tools for the future only requires adding data. To make searching for the needed biobricks in the 2014 igem distribution a bit easier. All of the code and installation instructions are available at the project's github page. All of the code and installation instructions are available at the project's github page.",2014
Heidelberg," Read more about it! We developed a linker software, which predict the perfect linker depending on the folding structure of every protein. Click here to read more about  java- and python-embedding for distribution via the boinc platform. Check out our lab notebook section to see an example!",2014
PoznanSoft,Unable to retrieve PoznanSoft software.,2014
BostonU," The design and assembly of devices are facilitated by eugene and raven, both of which use a software tool called pigeon for depicting genetic devices in the sbol visual format. By using this software toolkit, not only is our process of designing, building, and testing devices more streamlined, but usage of pigeon and the tasbe tools make sharing of data between users and labs more efficient. The user can use product and permute functions to explore the combinatorial design space from the input library of parts and apply design rules (i.e. Another tool in the eugene ecosystem, minieugene, can also be used explore the design space of device arrangements. In minieugene (screenshot below), a user only specifies parts and rules and gets all possible device arrangements that satisfy the input constraints as output.",2014
AHUT China," Pal plays an important role in the pathway of producing compound acyl phenylethyl alcohol glycosides from rehmannia glutinosa libosch and in the process of producing cinnamate by phenylalanine’s deaminization. Besides, by inducing the high expression of pal, it has made a large amount of cinnamate from phenylalanine be involved in the next synthetic pathway to increase the expression of compound acyl phenylethyl alcohol glycosides. It can catalyze phenylalanine’s deaminization to produce cinnamate, and then involve in the later procedures of synthesis. (1)	extracting mrna from extract of radix rehmannia glutinosa libosch and getting cdna by reverse transcription. (2)	getting coding sequence of gene rgpal1 in rehmannia glutinosa libosch after measuring the genetic sequence of cdna.",2015
HFUT-China," Biobrick retrieving process and information collection process have always been a pain point for every synthetic biologist, so as the test of design’s efficiency. Biodesigner integrates incredible functions and features, among which, search, recommendation, and simulation are three vital ones. 1) search function is used to help users find their needs based on what they describe, besides the related information will also be presented together, including basic information, parts quality evaluation score, as well as parts' related papers. 2) recommendation function is used to recommend users what they might use during the design process, this could narrow down users’ search scope and shorten the design process. 3) simulation function is used to simulate the reaction process of the designed device, since using experimental method to test the device is much more time consuming.",2015
HSNU-TAIPEI," In this way, everyone can understand the basic conception of dna by the simple way,and it has many kinds of pairing, so we use marquee and check point to make player find out the wrong pairs. And with the the higher score speed will be faster. Hsnu | taipei",2015
NEFU China," We also counted the number of word used for writing the wikis in the past 4 years, the average number of word in these wikis is 9531 (html tags, javascript and css files are not included, code can be seen on github). *you can see all raw data by click this.due to the busy network, sometimes the web pages cannot be displayed correctly. Among 66 teams surveyed by us, the average time used in writing their wikis is 75 days. Templates used for flight igem should follow some simple rules, which can be found in our document. Flight igem has been available online since late august, and igem teams from 14 countries have visited our platform.",2015
SCU China,Unable to retrieve SCU China software.,2015
SKLBC-China," Targeting igem community, we upgraded weigem 2.0, a cloud-based bio-brick search engine, by new features including optimizing the search algorithm, personalized search options, auto-addition of prefix and suffix and instant mark-and-share your bio-bricks on your mobile phones. With in-time and well-sifted biology articles, weigem 2.0 serves as an educational and social media center where igemers’ ideas flow toward biology lovers. We further developed an education tool kit “1kg bio-box” to engage potential millions of students in remote areas of china into synthetic biology. More and more ambitious undergraduates and even high school students are eager to join the igem communicity, explore more possibilities in synthetic biology, and contribute to this flourishing area. However, when trying to access more information in synthetic biology, getting a quick check on the previous igem programs, or conducting experiments in the laboratory, igemers, especially for those in china, always met various troubles which are bafflements on their way to explore igem as well as synthetic biology.",2015
SKLBC-DGSYZX," However, the diversity in styles of circuits not only hinders learners of synthetic biology, but also costs igemers lots of time to complete a standardized genetic circuits by using the current graphic design tool. With other additional functions like personal account, multi-language interface and well-classified tags, synsketch is able to inspire scientific curiosity among the public. We further develop it into a free innovative educational tool for personalized learning in synthetic biology. As a result, with combination of education and business model, we manage to create a genetic circuits design tool and bring igem to everyone and everywhere. It's not convenient enough for users to find out a project through thousands of projects in the website.",2015
Technion HS Israel," We believe that software tools can be useful for both analyzing a biological system and doing the preliminary research. Therefore we on one hand wrote a simulation program in matlab and a search engine and a constants database. Due to technical limitation on the igem server, we store the search engine on an external server. We've wrote from scratch a program in matlab to simulate our system numerically. The experience and the understanding we've gained are invaluable.",2015
UB Indonesia,Unable to retrieve UB Indonesia software.,2015
UESTC Software," If there are troubles of finding a certain organism, do not forget the sort button in lower left quarter of window. Access number and function of the gene cluster will be displayed directly, you can click on any one of them to see the details. It contains cluster information, corresponding gene and biobrick content. Here you can know how many genes each gene cluster contains, and also detailed information of each gene. The program of mccap server is coded by php (http://www.php.net/).",2015
USTC," All software of our project, you can download them at github:2015ustcigem. Links",2015
USTC-Software," The pixi renderer allows everyone to enjoy the power of hardware acceleration without prior knowledge of webgl. Mocha is a simple, flexible, fun javascript test framework for node.js and browsers. Chai is a bdd / tdd assertion library for node and browsers that can be delightfully paired with any javascript testing framework. It has fast and native support for various web standards: dom handling, css selector, json, canvas and svg. As a consequence, developers may design their own interface style based on our back end codes and no longer worry about any conflict with present front end codes.",2015
Aachen," The calibration results are then fed into the master control program where reactors, experiments and cultivations are set up and controlled. The source code of the whole master control program software suite is available in the igemsoftware github repository under the gnu general public license version 3.0. Translating the abstract idea of an experiment and the respective cultivation parameters into data structures and communication messages led to many challenges that are not apparent to the end user. This makes them backwards-compatible to windows 7 and gave us the advantage of asynchronous operations using async/await. All components of the control software are written following the mvvm design pattern[1] to keep things manageable.",2015
Aix-Marseille, We are pleased to present it to you. This software allows you to determine the linkers for fusion proteins. Its interface is shown below. See you soon in boston !,2015
Amsterdam," One algorithm, the stable compound generator, searches for ways to make a strain genetically stable produce carbon compounds. With the second algorithm we found out that it is possible to make a synechocystis strain dependent on argenine, thus creating an auxotroph. Initially the need to search for compounds which could be produced genetically stable, came from the wet lab, where we saw that most producing strains are unstable. Before we even started  engineering synechocystis, we wanted to find out whether we could produce a compound genetically stable. We also needed to engineer an auxotroph in order to to use serial propagations of consortia in emulsions to find a more robust consortium.",2015
Bielefeld-CeBiTec," If the ratio of a sample and the negative control is above a certain theshold (10%), valid biosensor signal is detected. Additionally it is checked whether the value for the positive control (drop of sfgfp) is above a certain value, thereby confirming the functionality of the biosensor. Furthermore the app displays specific information regarding the different heavymetals and date rape drugs to inform the user. For easy handling a correct positioning of the smartphone and the biosensor test strip, we designed and printed a measurement case. A photo of our test strip generated by a typical smartphone using an ideal filter combination to detect fluorescence of sfgfp.",2015
Cambridge-JIC," After installing winscp (windows) or cyberduck (mac) or nautilus (linux), it is easy to connect to the pi (default username: pi, password: raspberry). Our software runs on nginx, a widely used lightweight web server. Micromaps performs image stitching in the background, allowing you to navigate your slide, just like exploring an online map. For many years, scientists have used imagej for image processing. Our imagej plugin allows you to remotely connect to  and control openscope, while also letting you take pictures and import them straight into imagej.",2015
Czech Republic," The slower flow velocity in the bottom path causes signal and cells to accumulate leading to higher cell activation, represented by yfp expression. The second demo shows yeast colony cells reacting to contamination, i.e., cells of different types producing measurable extracellular signals. Contaminating cells are added randomly throughout the scene and produce an invisible signal. When the yeast cells (shown in grey) detect a sufficient amount of the signal in the surrounding medium, they randomly express rfp. This simulation was constructed to model detection of contaminants for team chalmers gothenburg's scarlett detection design.",2015
DTU-Denmark," The wiki wizard is a content management system (cms) that allows the user to create and edit pages easily. It includes functions such as: name spacing pages and files, referene list for a page, and a preview of the wiki that can be seen by clicking on the ’team main page’ link in the menu. Most importantly, the wiki wizard allows users to create wikis that are in compliance with the wiki standards specified by igem. By default, the wiki wizard uses a bootstrap theme and creates pages corresponding to the standard igem pages. This makes editing easier and allows users without knowledge of html and css to generate appealing content.",2015
Edinburgh," This led us to the idea of having a smartphone app which would take a photograph and give simple text based results. Having this app would remove the subjectivity of colour detection by eye and also gives us an accurate way to display results. We had to ensure the positioning of the biosensor was always fixed relative to the camera, the lighting was controlled and the photo was taken from a distance more than the focal length of the smartphone camera. We developed it using swift programming language and used xcode tools to help our development. We tried to use standard and efficient software engineering practices wherever possible.",2015
EPF Lausanne," All the software is released under the gnu general public license (gplv3). This script accepts two command line arguments: the first argument is the name of the file to convert, the second one (optional) is to ask for separate html and css files. In order to solve this system we used an explicit runge-kutta method of order 4(5) with adaptative step size control and dense output due to dormand and prince, implemented by e. hairer and g. wanner [1] in the scipy python library. The solution is performed with the dopri5 method, an explicit runge-kutta method of order (4)5. The method is due to dormand & prince, and is implemented by e. hairer and g. wanner.",2015
Evry," Our idea was to develop a pipeline allowing us to select the best candidates tumoral antigens to use for a vaccine (immunotherapy). A good candidate must be tumor-specific and sufficiently expressed in tumor cells to be presented to the immune system. Differential expression analysis for sequence count data. Genome biology, 11:r106. R foundation for statistical computing, vienna, austria.",2015
FAU Erlangen," The first brute force attempt turned out to take approximately 40 days, counting all 4194304 possible combinations throughout the chromosomes. As that was not an option, we needed a faster program that could tell us which sequences are least common. The first try used only one cpu core, which was a really slow way of doing things, since the problem was mainly cpu-bound. The code was designed to be executed in as many processes as there were cores in the current system, meaning an effective division of the time needed by that number. The system we used has 64 cores and the change greatly increased the completion speed.",2015
Heidelberg," This process involves numerous cycles to select potential candidates from a random pool. To substitute this very time consuming and expensive selex we developed a new software with different featuressoftware making apatmers without selex (maws), which enables us to efficiently generate new aptamers within less than a day compared. In order to bypass this second time-cosuming selex we developed joining apatmers without selex (jaws). Maws enables the scientific community the possibility to generate aptamers for any ligand in silico. The jaws generated modules can be fused to a ribozyme or dnazyme to create ligand-dependent tools.",2015
Kent," We have made the code publicly available so that other teams can play around and build upon it. Our software, including our matlab code can be found here: team kent software",2015
NRP-UEA-Norwich," We built glyco2d based on the mathematical model described by meléndez-hevia  et al. This model described the structural properties of glycogen based on different parameters such as chain length, branching degree and the number of tiers. The model was able to demonstrate the optimal values of these parameters for maximizing the glucose stored in the smallest volume and the number of non-reducing ends. These optimal values were branching degree of 2, chain length of 13 glucose units and approximately 12 tiers 1. Figure 1: a model structure of glycogen with acyl groups added.",2015
NTNU Trondheim," Igem matchmaker, updated from the one originally developed by the ntnu 2012 team with automatic team matching using keyword extraction. Brixells modeling tool, created to assist team warwick to predict the probability of bonding of 3d structures built with e. coli expressing zinc fingers and dna strands. Template by w3layouts",2015
TU Darmstadt," If your browser does not support automatic forwarding, click here!",2015
UCL," These then interact with the dom (document object model) of the page. Our tool uses the commonly implemented ""content_scripts"" method for loading our extension. [link]bucci v. and xavier j. The model consists of a grid of cells that are assigned one of several possible states which can be thought of as the identity of the cell. The states 1-5 represent different five different bacterial phyla, with state 6 representing all other phyla.",2015
Uppsala," We decided to compare it with different amounts of salicylate concentrations and also with two constitutive promoters (the bba_j23101 and bba_j23110). That causes the compound to emit light, typically within the visible spectrum. Instruments take advantage of this emitted light in order to measure the fluorescence level of the compound. The actual measurement is performed by the light sensor that captures the light’s intensity, that comes out of the emission filter. Based on that and taking advantage of existing materials, we had as a base of our fluorometer project the arduino microcontroller (banzi, m., 2011).",2015
San Andres,Unable to retrieve San Andres software.,2015
Duke," Modelling was performed with matlab, a fairly ubiquitous software program which can be found here. Additionally, dynetica, a software program developed by one of our advisors, dr. lingchong you. It can be used to model various biological systems, and is quite useful; it is free to use and can be found here.",2015
Lethbridge HS," Every team member contributed so that we could have a diverse and engaging set of human practices. We reached out many individuals, including one of our mlas, who is also the minister of environment to get her support of our project; rural beekeepers in southern alberta to ask about the viability of our project; we also talked to our city council, and an urban planner to see how we could make our city more “bee-friendly”. We interacted with the public by handing out seed packets in parks, and informing them about the decline of bees and the city by-law that makes urban bee-keeping illegal; many signed a petition that we created to remove this by-law. In southern alberta, bee populations are currently decreasing with reports saying that north american beekeepers are losing approximately one third of their bees each year. As a way to help the bee population, our team made it a goal to try and have this bylaw amended to allow urban beekeeping within city limits.",2015
Minnesota, Igem home | igem judge-click here!,2015
Rock Ridge Virginia," In the app, it will include much more info and a scroll bar. Page designated for information regarding what lyme disease is, its symptoms and other data. Page designed with the intent of incorporating google maps to track areas with high lyme infections and use the data to track outbreaks, both known and unknown. Page with preventative measures designed to help better educate the public on how to avoid lyme disease, which will combat lyme disease on another front by reducing infectivity if adhered to. Left: stu gisburne, app designer for gizbitz.",2015
Sherbrooke, All the code is hosted on a git at this adress.,2015
SVA-NYC," We are able to display the results of our data using inexpensive and easily accessible hardware by utilizing libraries created by developers from the diy community. The software works in conjunction with the hardware by relating the concentrations of different elements found in the soil with the intensity of the light emitted by an array of leds, each of which represents a location sampled.",2015
Toronto," In microbial communities, the survival of all species are interdependent; the biochemical and behavioral activities of one species provides the necessary metabolites and living environment for another[1]. Many approaches have been developed for predicting flux distributions in the metabolic network of one species using flux-balance analysis (fba) in order to optimize for biomass or product formation[2,3]. Flux-balance analysis has been used for a variety of applications, including drug target identification by evaluation of gene essentiality, knowledge-gap filling of metabolic models and metabolic engineering of e. coli for lycopene synthesis[4,5,6]. However, algorithms to perform fba at a community level have been rare and complex (often using non-linear programming and presenting high difficulty for solvers). In community fba (cfba), the exchange of metabolites between species, the biomass, relative fitness, and competitive ability of each species affects metabolic flux within the community as well as within each individual species[4,5,6].",2015
UCSC," Current methods of codon optimization work by substituting less frequent codons for a particular amino acid to a more commonly used codon. While this method of codon optimization results in increased protein yields, recent evidence suggests that it alters protein function. We hypothesize that codon frequencies in orfs model translational speed, are non-trivial to protein folding, and therefore play a major role in codon optimization. Focus provides the end user with a foundation to visualize the rate of protein synthesis as the nascent polypeptide exits the ribosome, granting potential insight to the underlying mechanics of protein folding. Focus has the potential to identify detrimental single nucleotide polymorphisms that may be pivotal to the encoded protein's fold and serves as an extremely useful tool for protein engineering.",2015
UGA-Georgia," Additionally, we utilized the computational tool of the cobra (constraint-based reconstruction and analysis) toolbox for the matlab platform. The software can either predict the expression level from a known input sequence, or it can help you design appropriate 5' utr sequences for certain desired expression levels. We utilized this predictive software to see if it were applicable to methanococcus maripaludis by allowing it to predict the expression level from our known mutation sequences and comparing their theoretical results with our experimental results. Predictive design of mrna translation initiation region to control prokaryotic translation efficiency. (2013) metabolic engineering.",2015
Utah State," One of the greatest difficulties that the cheese industry faces is bacteriophage (virus) infection, which kills bacteria used in the manufacture of cheese. The 2015 usu igem team is implementing a synthetic biology approach to design and create phage resistant lactococcus lactis, a commonly-used cheese starter bacteria. Sed et dapibus nisl amet mattis, sed a rutrum accumsan sed. Sed et dapibus nisl amet mattis, sed a rutrum accumsan sed. Sed et dapibus nisl amet mattis, sed a rutrum accumsan sed.",2015
Vanderbilt,Unable to retrieve Vanderbilt software.,2015
WashU StLouis," Create lists of reactions that will be deleted for each gene knockout. This is done by evaluating each reaction gpr for each gene. If a gene is essential to a given gpr, the reaction is added to the list of reactions which will be deleted for that knockout. Given a list of deleted reactions for each gene, fba is run iteratively for each gene knockout. The fba results are collected and outputted for further analysis.",2015
Waterloo," The team maintained a github organization throughout 2015- our nearly 600 commit messages and more than 100 pull requests can be browsed at your convenience. The documentation for pyrosetta is rather sparse and we have often encountered our hastily-written github wiki pages on the software rather distressingly near the top of google results. The sections below, in addition to our scripts and the pam flexibility page, provide some documentation for other igem teams looking to model protein binding with pyrosetta. However, it does take large amounts of ram (you'll need a computer with >4gb), so you may need to use the linux version for older computers. Open a command prompt, and type python -m pip install ipython.",2015
William and Mary," (2) make input spreadsheet of expected sequences following the example template. (3) place folder of observed sequences and input spreadsheet in the same directory as sequence_analyzer.py. To do this, navigate in command line to directory holding sequence_analyzer.py, input spreadsheet and folder of observed sequences. (6) program will output each analysis into a separate .docx file in a results folder which it will create. (8) check command line output.",2015
AHUT China,Unable to retrieve AHUT China software.,2016
BIT," It can gather data from raspberry-pi through bluetooth serial port, and then make analysis. In china, a large amount of people have difficulties in going to hospital and cannot afford the medical fee. As for the reason, socialists believe that the medical resource is limited and is not well distributed. In the apps store, most medical applications are e-business and hospital registration. Finally, it will show intuitive data with several graphs and charts.",2016
CGU Taiwan," Therefore, mchug is a software platform that is created to arrange your data and search the protein infomation from several databases. The concept of mchug software is originated from 2016 cgu igem group. We aim to test the potential of leishmania to be a new vaccine adjuvant by carrying antigens directly into immune cells. Therefore, mchug is created to predict the peptides on mhc molecules and help to optimize the peptide presentation and t cell activation. Peptides in strong structural sequences like alpha-helix have small chance to be antigenic determinant.",2016
